Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2013-03-06,70.47,70.959,70.275,70.48,5276600.0,0.0,1.0,63.6870795721,64.129012052741,63.510848828286,63.696117046142,5276600.0
2013-03-07,70.4,70.5,69.94,70.25,4998300.0,0.0,1.0,63.623817253808,63.714191994225,63.208093447888,63.488255143182,4998300.0
2013-03-08,70.59,71.45,70.39,71.37,6470300.0,0.0,1.0,63.795529260601,64.57275202819,63.614779779766,64.500452235856,6470300.0
2013-03-11,71.32,71.38,71.0,71.32,4902500.0,0.0,1.0,64.455264865647,64.509489709898,64.166065696312,64.455264865647,4902500.0
2013-03-12,70.9,71.14,70.46,70.75,4450400.0,0.39,1.0,64.428899711694,64.64699471777,64.029058867221,64.292590332896,4450400.0
2013-03-13,70.79,70.94,70.35,70.76,5826700.0,0.0,1.0,64.328939500575,64.465248879373,63.929098656102,64.301677624816,5826700.0
2013-03-14,70.87,70.96,70.18,70.24,6308900.0,0.0,1.0,64.401637835934,64.483423463213,63.774614693465,63.829138444984,6308900.0
2013-03-15,70.03,70.19,69.05,69.05,11275100.0,0.0,1.0,63.638305314667,63.783701985385,62.747750706523,62.747750706523,11275100.0
2013-03-18,68.45,69.91,68.45,69.35,6011200.0,0.0,1.0,62.202513191332,63.529257811629,62.202513191332,63.020369464118,6011200.0
2013-03-19,69.55,69.74,68.56,68.79,7657600.0,0.0,1.0,63.202115302515,63.374773848992,62.30247340245,62.511481116607,7657600.0
2013-03-20,69.39,69.55,68.835,68.88,6112000.0,0.0,1.0,63.056718631797,63.202115302515,62.552373930246,62.593266743885,6112000.0
2013-03-21,68.65,69.31,68.42,68.95,8045600.0,0.0,1.0,62.384259029729,62.984020296439,62.175251315572,62.656877787324,8045600.0
2013-03-22,69.23,69.57,68.8028,69.56,5291800.0,0.0,1.0,62.91132196108,63.220289886355,62.523112850264,63.211202594435,5291800.0
2013-03-25,69.8,70.36,69.27,69.47,7027100.0,0.0,1.0,63.429297600511,63.938185948022,62.947671128759,63.129416967156,7027100.0
2013-03-26,69.66,70.4,69.55,70.05,4661200.0,0.0,1.0,63.302075513633,63.974535115702,63.202115302515,63.656479898507,4661200.0
2013-03-27,69.21,69.7,69.0,69.65,4156300.0,0.0,1.0,62.89314737724,63.338424681312,62.702314246923,63.292988221713,4156300.0
2013-03-28,69.44,69.96,69.33,69.78,6752100.0,0.0,1.0,63.102155091397,63.574694271228,63.002194880278,63.411123016671,6752100.0
2013-04-01,69.51,70.77,69.51,69.67,5357700.0,0.0,1.0,63.165766134835,64.310764916736,63.165766134835,63.311162805553,5357700.0
2013-04-02,69.9,71.05,69.83,71.02,7291600.0,0.0,1.0,63.520170519709,64.565209090491,63.45655947627,64.537947214732,7291600.0
2013-04-03,70.85,70.94,70.02,70.36,7796000.0,0.0,1.0,64.383463252095,64.465248879373,63.629218022747,63.938185948022,7796000.0
2013-04-04,70.36,70.8,70.08,70.69,6613700.0,0.0,1.0,63.938185948022,64.338026792495,63.683741774267,64.238066581377,6613700.0
2013-04-05,70.0,70.25,69.61,70.06,6986100.0,0.0,1.0,63.611043438908,63.838225736904,63.256639054034,63.665567190427,6986100.0
2013-04-08,69.78,71.25,69.78,71.22,6097200.0,0.0,1.0,63.411123016671,64.746954928888,63.411123016671,64.719693053129,6097200.0
2013-04-09,71.23,71.57,70.95,71.2,5994800.0,0.0,1.0,64.728780345049,65.037748270323,64.474336171293,64.701518469289,5994800.0
2013-04-10,71.4,71.785,70.97,71.69,5423200.0,0.0,1.0,64.883264307686,65.2331250466,64.492510755133,65.146795773361,5423200.0
2013-04-11,71.83,72.6,71.733,71.9,7627800.0,0.0,1.0,65.274017860239,65.973739338067,65.185871128617,65.337628903678,7627800.0
2013-04-12,72.41,73.66,72.15,73.62,10493000.0,0.0,1.0,65.80108079159,66.936992281571,65.564811201674,66.900643113891,10493000.0
