Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2013-03-06,35.03,35.26,34.95,35.14,8706000.0,0.0,1.0,30.863267471862,31.065909536336,30.792783275524,30.960183241828,8706000.0
2013-03-07,35.19,35.25,35.06,35.2,8423000.0,0.0,1.0,31.00423586454,31.057099011794,30.889699045489,31.013046389082,8423000.0
2013-03-08,35.3,35.32,34.82,35.29,11510500.0,0.0,1.0,31.101151634506,31.118772683591,30.678246456473,31.092341109964,11510500.0
2013-03-11,35.27,35.59,35.11,35.52,8907500.0,0.0,1.0,31.074720060879,31.356656846234,30.933751668201,31.294983174438,8907500.0
2013-03-12,35.5,35.72,35.315,35.62,10862800.0,0.0,1.0,31.277362125353,31.471193665285,31.114367421319,31.383088419861,10862800.0
2013-03-13,35.2,35.38,35.05,35.29,9363100.0,0.0,1.0,31.013046389082,31.171635830845,30.880888520947,31.092341109964,9363100.0
2013-03-14,35.5,35.73,35.32,35.38,8676000.0,0.0,1.0,31.277362125353,31.480004189827,31.118772683591,31.171635830845,8676000.0
2013-03-15,35.2,35.4,34.85,35.08,14809100.0,0.0,1.0,31.013046389082,31.189256879929,30.7046780301,30.907320094574,14809100.0
2013-03-18,34.21,34.98,34.21,34.62,9094600.0,0.0,1.0,30.140804459389,30.819214849151,30.140804459389,30.502035965626,9094600.0
2013-03-19,34.69,34.91,34.29,34.66,11004700.0,0.0,1.0,30.563709637422,30.757541177354,30.211288655728,30.537278063795,11004700.0
2013-03-20,34.92,35.15,34.81,35.06,7556000.0,0.0,1.0,30.766351701896,30.968993766371,30.669435931931,30.889699045489,7556000.0
2013-03-21,34.78,34.925,34.235,34.29,9540200.0,0.0,1.0,30.643004358304,30.770756964168,30.162830770745,30.211288655728,9540200.0
2013-03-22,34.49,34.72,34.33,34.46,7647400.0,0.0,1.0,30.387499146575,30.590141211049,30.246530753898,30.361067572948,7647400.0
2013-03-25,34.56,34.88,34.31,34.48,7552800.0,0.0,1.0,30.449172818372,30.731109603727,30.228909704813,30.378688622033,7552800.0
2013-03-26,34.74,35.11,34.62,35.095,7249200.0,0.0,1.0,30.607762260134,30.933751668201,30.502035965626,30.920535881388,7249200.0
2013-03-27,34.82,35.12,34.555,35.08,8214600.0,0.0,1.0,30.678246456473,30.942562192744,30.444767556101,30.907320094574,8214600.0
2013-03-28,35.01,35.5,34.995,35.48,8651800.0,0.0,1.0,30.845646422778,31.277362125353,30.832430635964,31.259741076268,8651800.0
2013-04-01,35.26,35.56,34.86,35.01,11066900.0,0.0,1.0,31.065909536336,31.330225272607,30.713488554642,30.845646422778,11066900.0
2013-04-02,34.79,35.02,34.57,34.765,8763300.0,0.0,1.0,30.651814882846,30.85445694732,30.457983342914,30.62978857149,8763300.0
2013-04-03,34.74,34.89,34.0,34.15,13625700.0,0.0,1.0,30.607762260134,30.739920128269,29.955783444,30.087941312135,13625700.0
2013-04-04,34.26,34.63,34.08,34.49,9406500.0,0.0,1.0,30.184857082101,30.510846490168,30.026267640339,30.387499146575,9406500.0
2013-04-05,34.11,34.23,33.81,34.2,11092000.0,0.0,1.0,30.052699213966,30.158425508474,29.788383477695,30.131993934847,11092000.0
2013-04-08,34.29,35.08,34.26,35.07,8662800.0,0.0,1.0,30.211288655728,30.907320094574,30.184857082101,30.898509570032,8662800.0
2013-04-09,35.11,35.395,34.8,35.16,7745400.0,0.0,1.0,30.933751668201,31.184851617658,30.660625407388,30.977804290913,7745400.0
2013-04-10,35.35,35.77,35.23,35.755,8048200.0,0.0,1.0,31.145204257218,31.515246287996,31.039477962709,31.502030501183,8048200.0
2013-04-11,35.45,35.92,35.37,35.69,10085600.0,0.0,1.0,31.233309502641,31.647404156132,31.162825306302,31.444762091658,10085600.0
2013-04-12,35.67,35.88,35.23,35.85,6753100.0,0.0,1.0,31.427141042573,31.612162057962,31.039477962709,31.585730484335,6753100.0
2013-04-15,35.58,35.88,35.27,35.27,9517000.0,0.0,1.0,31.347846321692,31.612162057962,31.074720060879,31.074720060879,9517000.0
2013-04-16,35.43,35.86,35.16,35.735,9367200.0,0.0,1.0,31.215688453556,31.594541008878,30.977804290913,31.484409452098,9367200.0
2013-04-17,35.0,35.03,34.01,34.21,17043900.0,0.0,1.0,30.836835898235,30.863267471862,29.964593968542,30.140804459389,17043900.0
2013-04-18,34.65,34.81,33.875,33.92,12616900.0,0.0,1.0,30.528467539253,30.669435931931,29.845651887221,29.885299247661,12616900.0
2013-04-19,33.8299,34.395,33.56,34.25,10701100.0,0.0,1.0,29.805916421535,30.303799163423,29.568120364136,30.176046557559,10701100.0
2013-04-22,34.31,35.6,34.06,34.81,10722800.0,0.0,1.0,30.228909704813,31.365467370776,30.008646591254,30.669435931931,10722800.0
2013-04-23,35.32,36.23,35.16,35.7,15246700.0,0.0,1.0,31.118772683591,31.920530416945,30.977804290913,31.4535726162,15246700.0
2013-04-24,35.53,36.14,35.33,36.01,12074200.0,0.0,1.0,31.30379369898,31.841235696064,31.127583208133,31.726698877013,12074200.0
2013-04-25,36.16,36.26,35.93,36.11,11218600.0,0.0,1.0,31.858856745148,31.946961990572,31.656214680674,31.814804122436,11218600.0
2013-04-26,35.58,35.89,35.5,35.74,6990800.0,0.28,1.0,31.593436611845,31.868702641909,31.52240021699,31.735509401555,6990800.0
2013-04-29,35.98,36.1,35.68,35.97,5335500.0,0.0,1.0,31.948618586121,32.055173178404,31.682232105414,31.939739036764,5335500.0
2013-04-30,35.95,36.24,35.755,36.21,7430700.0,0.0,1.0,31.92197993805,32.1794868694,31.748828725591,32.15284822133,7430700.0
2013-05-01,36.25,36.8,35.86,36.41,15212000.0,0.0,1.0,32.188366418757,32.676741633387,31.842063993838,32.330439208467,15212000.0
2013-05-02,36.58,36.9,36.3,36.7,9582100.0,0.0,1.0,32.481391547535,32.765537126956,32.232764165542,32.587946139818,9582100.0
2013-05-03,36.94,37.2,36.87,37.01,11805400.0,0.0,1.0,32.801055324383,33.031923607662,32.738898478885,32.863212169881,11805400.0
2013-05-06,37.19,37.25,36.81,37.04,6140200.0,0.0,1.0,33.023044058306,33.076321354447,32.685621182743,32.889850817952,6140200.0
2013-05-07,37.11,37.15,36.86,37.04,5820100.0,0.0,1.0,32.95200766345,32.987525860878,32.730018929528,32.889850817952,5820100.0
2013-05-08,36.92,37.23,36.91,37.09,6355900.0,0.0,1.0,32.783296225669,33.058562255733,32.774416676312,32.934248564737,6355900.0
2013-05-09,37.0,37.355,36.94,37.01,7754600.0,0.0,1.0,32.854332620525,33.169556622694,32.801055324383,32.863212169881,7754600.0
2013-05-10,37.23,37.23,36.86,37.04,8742300.0,0.0,1.0,33.058562255733,33.058562255733,32.730018929528,32.889850817952,8742300.0
2013-05-13,36.92,37.03,36.54,36.54,9398700.0,0.0,1.0,32.783296225669,32.880971268595,32.445873350107,32.445873350107,9398700.0
2013-05-14,36.53,36.8,36.48,36.51,7124900.0,0.0,1.0,32.43699380075,32.676741633387,32.392596053966,32.419234702036,7124900.0
2013-05-15,36.57,36.88,36.46,36.81,11922000.0,0.0,1.0,32.472511998178,32.747778028242,32.374836955252,32.685621182743,11922000.0
2013-05-16,36.79,36.98,36.575,36.6,10209300.0,0.0,1.0,32.66786208403,32.836573521811,32.476951772856,32.499150646249,10209300.0
2013-05-17,36.68,36.83,36.57,36.77,10018700.0,0.0,1.0,32.570187041104,32.703380281457,32.472511998178,32.650102985316,10018700.0
2013-05-20,36.75,36.835,36.58,36.63,8727600.0,0.0,1.0,32.632343886602,32.707820056136,32.481391547535,32.525789294319,8727600.0
2013-05-21,36.7,36.8,36.51,36.6,6651600.0,0.0,1.0,32.587946139818,32.676741633387,32.419234702036,32.499150646249,6651600.0
2013-05-22,36.48,36.74,35.811,36.01,10122900.0,0.0,1.0,32.392596053966,32.623464337245,31.798554201989,31.975257234192,10122900.0
2013-05-23,35.73,36.16,35.53,35.99,7566200.0,0.0,1.0,31.726629852198,32.108450474545,31.54903886506,31.957498135478,7566200.0
2013-05-24,35.74,36.01,35.525,35.99,4786900.0,0.0,1.0,31.735509401555,31.975257234192,31.544599090382,31.957498135478,4786900.0
2013-05-28,36.65,36.72,36.125,36.2,5578500.0,0.0,1.0,32.543548393033,32.605705238531,32.077372051796,32.143968671973,5578500.0
2013-05-29,36.04,36.29,35.87,36.09,7809600.0,0.0,1.0,32.001895882262,32.223884616185,31.850943543195,32.046293629047,7809600.0
2013-05-30,35.92,36.63,35.92,36.47,15275100.0,0.0,1.0,31.895341289979,32.525789294319,31.895341289979,32.383716504609,15275100.0
2013-05-31,36.08,36.41,35.88,35.91,8188900.0,0.0,1.0,32.03741407969,32.330439208467,31.859823092552,31.886461740623,8188900.0
2013-06-03,35.94,36.19,35.73,36.03,8403800.0,0.0,1.0,31.913100388693,32.135089122616,31.726629852198,31.993016332905,8403800.0
2013-06-04,36.42,36.995,36.42,36.64,9021500.0,0.0,1.0,32.339318757824,32.849892845846,32.339318757824,32.534668843676,9021500.0
2013-06-05,36.61,36.61,35.81,35.87,6851900.0,0.0,1.0,32.508030195605,32.508030195605,31.797666247054,31.850943543195,6851900.0
2013-06-06,35.83,36.07,35.21,35.67,6104900.0,0.0,1.0,31.815425345767,32.028534530333,31.26489328564,31.673352556057,6104900.0
2013-06-07,35.98,36.25,35.661,36.18,5828200.0,0.0,1.0,31.948618586121,32.188366418757,31.665360961636,32.126209573259,5828200.0
2013-06-10,36.25,36.76,36.12,36.62,7941300.0,0.0,1.0,32.188366418757,32.641223435959,32.072932277117,32.516909744962,7941300.0
2013-06-11,36.0,36.02,35.17,35.26,9795200.0,0.0,1.0,31.966377684835,31.984136783548,31.229375088212,31.309291032424,9795200.0
2013-06-12,35.5,35.53,34.655,34.79,8378600.0,0.0,1.0,31.52240021699,31.54903886506,30.772078296332,30.89195221265,8378600.0
2013-06-13,34.85,35.58,34.58,35.48,7036400.0,0.0,1.0,30.945229508791,31.593436611845,30.705481676155,31.504641118276,7036400.0
2013-06-14,35.36,35.77,35.24,35.48,6267600.0,0.0,1.0,31.398086525993,31.762148049626,31.29153193371,31.504641118276,6267600.0
2013-06-17,35.8,36.245,35.6,35.78,6750900.0,0.0,1.0,31.788786697697,32.183926644079,31.611195710559,31.771027598983,6750900.0
2013-06-18,35.89,36.34,35.68,36.12,5691600.0,0.0,1.0,31.868702641909,32.268282362969,31.682232105414,32.072932277117,5691600.0
2013-06-19,36.23,36.29,35.61,35.71,5850300.0,0.0,1.0,32.170607320043,32.223884616185,31.620075259916,31.708870753485,5850300.0
2013-06-20,35.41,35.5,34.52,34.625,8734600.0,0.0,1.0,31.442484272778,31.52240021699,30.652204380014,30.745439648261,8734600.0
2013-06-21,34.79,35.06,34.4,34.95,14860300.0,0.0,1.0,30.89195221265,31.131700045286,30.545649787731,31.03402500236,14860300.0
2013-06-24,34.82,34.96,34.095,34.19,9087400.0,0.0,1.0,30.918590860721,31.042904551717,30.274823532345,30.359179251236,9087400.0
2013-06-25,34.63,35.16,34.47,35.02,7825800.0,0.0,1.0,30.74987942294,31.220495538855,30.607806633229,31.096181847859,7825800.0
2013-06-26,35.28,35.41,34.91,34.96,6596900.0,0.0,1.0,31.327050131138,31.442484272778,30.998506804933,31.042904551717,6596900.0
2013-06-27,35.06,35.19,34.85,34.85,6720200.0,0.0,1.0,31.131700045286,31.247134186926,30.945229508791,30.945229508791,6720200.0
2013-06-28,34.59,35.075,34.51,34.85,11343300.0,0.0,1.0,30.714361225512,31.145019369322,30.643324830657,30.945229508791,11343300.0
2013-07-01,34.95,35.38,34.935,35.045,5246700.0,0.0,1.0,31.03402500236,31.415845624707,31.020705678325,31.118380721251,5246700.0
2013-07-02,34.89,35.66,34.83,35.13,7795600.0,0.0,1.0,30.980747706219,31.6644730067,30.927470410078,31.193856890784,7795600.0
2013-07-03,34.85,35.775,34.81,35.47,4074200.0,0.0,1.0,30.945229508791,31.766587824304,30.909711311364,31.495761568919,4074200.0
2013-07-05,35.76,36.02,35.52,36.0,5764600.0,0.0,1.0,31.753268500269,31.984136783548,31.540159315704,31.966377684835,5764600.0
2013-07-08,36.13,36.16,35.41,35.69,8024200.0,0.0,1.0,32.081811826474,32.108450474545,31.442484272778,31.691111654771,8024200.0
2013-07-09,36.0,36.41,35.96,36.24,6284900.0,0.0,1.0,31.966377684835,32.330439208467,31.930859487407,32.1794868694,6284900.0
