Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2013-03-06,93.82,94.29,93.09,93.27,3716300.0,0.0,1.0,84.989894657754,85.415659425279,84.328600444365,84.491659291502,3716300.0
2013-03-07,93.43,93.88,92.82,92.95,2980100.0,0.0,1.0,84.636600488957,85.0442476068,84.08401217366,84.201776896592,2980100.0
2013-03-08,93.4293,93.88,92.85,93.0,3084900.0,0.0,1.0,84.635966371219,85.0442476068,84.111188648183,84.247071020797,3084900.0
2013-03-11,92.66,93.36,90.87,91.44,5699600.0,0.0,1.0,83.939070976205,84.573188715071,82.317541329675,82.833894345609,5699600.0
2013-03-12,91.58,91.81,91.04,91.75,4997500.0,0.0,1.0,82.960717893382,83.169070864724,82.471541351971,83.114717915678,4997500.0
2013-03-13,91.6,91.79,90.67,91.54,2606100.0,0.0,1.0,82.978835543064,83.150953215042,82.136364832856,82.924482594019,2606100.0
2013-03-14,91.6528,92.29,91.15,92.18,3436800.0,0.0,1.0,83.026666138224,83.60389445709,82.571188425222,83.504247383839,3436800.0
2013-03-15,91.84,92.16,91.26,91.808,10172700.0,0.0,1.0,83.196247339247,83.486129734157,82.670835498472,83.167259099756,10172700.0
2013-03-18,91.27,91.36,90.35,90.39,3605900.0,0.0,1.0,82.679894323313,82.761423746882,81.846482437946,81.88271773731,3605900.0
2013-03-19,90.68,92.52,90.54,92.4,4010900.0,0.0,1.0,82.145423657697,83.812247428431,82.018600109924,83.70354153034,4010900.0
2013-03-20,92.92,94.89,92.875,94.05,4157700.0,0.0,1.0,84.174600422069,85.959188915735,84.133835710285,85.198247629096,4157700.0
2013-03-21,93.65,94.31,93.47,94.31,3674000.0,0.0,1.0,84.835894635458,85.433777074961,84.672835788321,85.433777074961,3674000.0
2013-03-22,94.69,96.6,94.1,96.56,4724700.0,0.0,1.0,85.778012418917,87.508247963537,85.243541753301,87.472012664173,4724700.0
2013-03-25,96.92,97.52,96.01,96.81,5042200.0,0.0,1.0,87.798130358448,88.341659848904,86.973777297921,87.698483285197,5042200.0
2013-03-26,97.29,98.76,97.07,98.66,3127000.0,0.0,1.0,88.133306877563,89.464954129182,87.934012731062,89.374365880772,3127000.0
2013-03-27,98.06,100.32,98.02,100.15,3478300.0,0.0,1.0,88.830836390315,90.878130804369,88.794601090952,90.724130782073,3478300.0
2013-03-28,99.84,102.62,99.79,102.51,5506800.0,0.0,1.0,90.443307212004,92.961660517787,90.398013087799,92.862013444536,5506800.0
2013-04-01,102.6199,103.9,101.7,102.31,4099700.0,0.0,1.0,92.961569929538,94.121190097428,92.12824863242,92.680836947717,4099700.0
2013-04-02,102.39,106.61,102.39,106.4,4970500.0,0.0,1.0,92.753307546445,96.576131629324,92.753307546445,96.385896307664,4970500.0
2013-04-03,106.68,106.79,103.93,104.81,5306700.0,0.0,1.0,96.639543403211,96.739190476461,94.148366571951,94.945543157954,5306700.0
2013-04-04,105.19,106.54,104.74,105.88,2850300.0,0.0,1.0,95.28977850191,96.512719855437,94.882131384067,95.914837415935,2850300.0
2013-04-05,104.21,104.62,103.47,104.04,4015900.0,0.0,1.0,94.402013667497,94.773425485976,93.731660629267,94.248013645201,4015900.0
